user_id,mu_eb,lambda_u,train_purchases,m_staged,m_joint
3485,0.5846994115022895,0.3460507998551985,12.0,0.48306133574326865,0.3460507998551985
3552,0.5392942968451115,0.2688937012909227,11.0,0.4455489748542466,0.2688937012909227
3631,0.3576738382163996,0.1677435292496228,7.0,0.29549953129815865,0.1677435292496228
3733,1.311181246017137,1.2067046303125861,28.0,1.0832591099676203,1.2067046303125861
3761,0.3576738382163996,0.19667703847105836,7.0,0.29549953129815865,0.19667703847105836
3774,0.41822756536391953,0.2207169993598202,8.0,0.34552722714440265,0.2207169993598202
3883,0.4938891821879336,0.3060167626044136,10.0,0.40803661396522467,0.3060167626044136
3896,0.5392942968451115,0.37205119594882974,11.0,0.4455489748542466,0.37205119594882974
3905,0.03983803561615378,0.001,0.0,0.03291300507500476,0.001
3952,1.2869174196836748,0.975459528898086,21.0,1.0632130553140504,0.975459528898086
